dates,eps_estimate,eps_actual,eps_pct_diff,ticker,country,category
2005-10-27,0.2,0.21,5.98,DECK,USA,retail
2006-02-28,0.22,0.31,41.62,DECK,USA,retail
2006-04-27,0.08,0.15,83.34,DECK,USA,retail
2006-07-27,0.02,0.07,297.28,DECK,USA,retail
2006-10-26,0.18,0.28,53.0,DECK,USA,retail
2007-02-27,0.44,0.61,38.53,DECK,USA,retail
2007-04-26,0.17,0.25,46.64,DECK,USA,retail
2007-07-26,0.04,0.07,86.07,DECK,USA,retail
2007-10-25,0.41,0.49,19.84,DECK,USA,retail
2008-02-28,0.8,0.9,11.82,DECK,USA,retail
2008-04-24,0.25,0.29,13.53,DECK,USA,retail
2008-08-07,0.08,0.13,65.46,DECK,USA,retail
2008-10-23,0.62,0.66,6.31,DECK,USA,retail
2009-02-26,1.32,1.35,2.53,DECK,USA,retail
2009-04-23,0.21,0.31,44.64,DECK,USA,retail
2009-07-23,-0.03,0.09,384.91,DECK,USA,retail
2009-10-22,0.75,0.86,14.94,DECK,USA,retail
2010-02-25,1.43,1.74,21.99,DECK,USA,retail
2010-04-22,0.3,0.46,49.95,DECK,USA,retail
2010-07-22,0.1,0.23,132.82,DECK,USA,retail
2010-10-28,0.93,1.07,15.64,DECK,USA,retail
2011-02-24,1.99,2.27,13.88,DECK,USA,retail
2011-04-28,0.45,0.49,9.09,DECK,USA,retail
2011-07-28,-0.23,-0.19,17.09,DECK,USA,retail
2011-10-27,1.36,1.59,17.18,DECK,USA,retail
2012-02-23,3.14,3.18,1.29,DECK,USA,retail
2012-04-26,0.25,0.2,-19.43,DECK,USA,retail
2012-07-26,-0.6,-0.53,11.07,DECK,USA,retail
2012-10-25,1.04,1.18,13.77,DECK,USA,retail
2013-02-28,2.61,2.77,6.29,DECK,USA,retail
2013-04-25,-0.09,0.03,133.78,DECK,USA,retail
2013-07-25,-1.04,-0.85,18.49,DECK,USA,retail
2013-10-24,0.72,0.89,24.43,DECK,USA,retail
2014-02-27,3.8,4.04,6.38,DECK,USA,retail
2014-04-24,-0.14,-0.08,44.83,DECK,USA,retail
2014-07-24,-1.28,-1.07,16.51,DECK,USA,retail
2014-10-23,1.03,1.17,13.42,DECK,USA,retail
2015-01-29,4.52,4.5,-0.54,DECK,USA,retail
2015-05-28,0.0,0.04,8233.33,DECK,USA,retail
2015-07-30,-1.49,-1.43,4.1,DECK,USA,retail
2015-10-29,1.06,1.11,4.5,DECK,USA,retail
2016-02-04,4.75,4.78,0.65,DECK,USA,retail
2016-05-26,0.06,0.11,86.28,DECK,USA,retail
2016-07-28,-2.08,-1.8,13.32,DECK,USA,retail
2016-10-27,1.19,1.23,3.52,DECK,USA,retail
2017-02-02,4.24,4.11,-3.04,DECK,USA,retail
2017-05-25,-0.06,0.11,282.0,DECK,USA,retail
2017-07-27,-1.67,-1.28,23.24,DECK,USA,retail
2017-10-26,1.02,1.54,51.04,DECK,USA,retail
2018-02-01,3.82,4.97,30.18,DECK,USA,retail
2018-05-24,0.19,0.5,161.19,DECK,USA,retail
2018-07-26,-1.42,-0.98,31.17,DECK,USA,retail
2018-10-25,1.72,2.38,38.71,DECK,USA,retail
2019-01-31,5.3,6.59,24.25,DECK,USA,retail
2019-05-23,0.08,0.85,956.43,DECK,USA,retail
2019-07-25,-1.12,-0.67,40.43,DECK,USA,retail
2019-10-24,2.33,2.71,16.37,DECK,USA,retail
2020-01-30,6.55,7.14,9.04,DECK,USA,retail
2020-05-21,0.09,0.57,515.68,DECK,USA,retail
2020-07-30,-1.11,-0.28,74.7,DECK,USA,retail
2020-10-29,2.63,3.58,36.26,DECK,USA,retail
2021-02-04,7.07,8.99,27.11,DECK,USA,retail
2021-05-20,0.64,1.18,84.59,DECK,USA,retail
2021-07-29,-0.05,1.71,3738.3,DECK,USA,retail
2021-10-28,4.0,3.66,-8.44,DECK,USA,retail
2022-02-03,8.19,8.42,2.86,DECK,USA,retail
2022-05-19,1.32,2.51,90.37,DECK,USA,retail
2022-07-28,1.19,1.66,39.45,DECK,USA,retail
2022-10-27,3.68,3.8,3.17,DECK,USA,retail
2023-02-02,9.61,10.48,9.04,DECK,USA,retail
2023-05-25,2.67,3.46,29.55,DECK,USA,retail
2023-07-27,2.22,2.41,8.38,DECK,USA,retail
2023-10-25,4.38,,,DECK,USA,retail
2024-01-31,,,,DECK,USA,retail
2024-05-23,,,,DECK,USA,retail
2024-07-25,,,,DECK,USA,retail
2016-06-10,,,,DELL,USA,"tech, electronics"
2016-09-06,,,,DELL,USA,"tech, electronics"
2016-12-09,,,,DELL,USA,"tech, electronics"
2017-03-30,,,,DELL,USA,"tech, electronics"
2017-06-08,0.93,0.75,-19.35,DELL,USA,"tech, electronics"
2017-09-07,1.09,1.14,4.59,DELL,USA,"tech, electronics"
2017-12-07,1.34,1.44,7.46,DELL,USA,"tech, electronics"
2018-03-08,1.65,1.43,-13.07,DELL,USA,"tech, electronics"
2018-06-04,1.15,1.53,33.04,DELL,USA,"tech, electronics"
2018-09-06,,1.76,,DELL,USA,"tech, electronics"
2018-11-29,,1.56,,DELL,USA,"tech, electronics"
2019-02-28,1.81,1.86,2.58,DELL,USA,"tech, electronics"
2019-05-30,1.21,1.45,19.67,DELL,USA,"tech, electronics"
2019-08-29,1.47,2.15,46.41,DELL,USA,"tech, electronics"
2019-11-26,1.62,1.75,7.8,DELL,USA,"tech, electronics"
2020-02-27,2.02,2.0,-0.78,DELL,USA,"tech, electronics"
2020-05-28,0.92,1.34,45.0,DELL,USA,"tech, electronics"
2020-08-27,1.4,1.92,37.63,DELL,USA,"tech, electronics"
2020-11-24,1.4,2.03,44.5,DELL,USA,"tech, electronics"
2021-02-25,2.12,2.7,27.63,DELL,USA,"tech, electronics"
2021-05-27,1.61,2.13,31.95,DELL,USA,"tech, electronics"
2021-08-26,2.03,2.24,10.13,DELL,USA,"tech, electronics"
2021-11-23,2.18,2.37,8.49,DELL,USA,"tech, electronics"
2022-02-24,1.95,1.72,-11.62,DELL,USA,"tech, electronics"
2022-05-26,1.39,1.84,32.04,DELL,USA,"tech, electronics"
2022-08-25,1.64,1.68,2.62,DELL,USA,"tech, electronics"
2022-11-21,1.6,2.3,44.16,DELL,USA,"tech, electronics"
2023-03-02,1.63,1.8,10.13,DELL,USA,"tech, electronics"
2023-06-01,0.86,1.31,52.97,DELL,USA,"tech, electronics"
2023-08-31,1.14,1.74,53.17,DELL,USA,"tech, electronics"
2023-11-30,1.46,,,DELL,USA,"tech, electronics"
2024-02-27,,,,DELL,USA,"tech, electronics"
2024-05-30,,,,DELL,USA,"tech, electronics"
2024-08-29,,,,DELL,USA,"tech, electronics"
2007-08-10,0.43,0.44,2.33,DFS,USA,financial-services
2007-09-25,0.39,0.42,8.81,DFS,USA,financial-services
2007-12-20,0.36,0.4,10.86,DFS,USA,financial-services
2008-03-19,0.4,0.5,26.58,DFS,USA,financial-services
2008-06-26,0.37,0.42,13.51,DFS,USA,financial-services
2008-09-25,0.35,0.37,5.99,DFS,USA,financial-services
2008-12-18,0.13,-0.19,-250.36,DFS,USA,financial-services
2009-03-19,-0.16,-0.36,-128.3,DFS,USA,financial-services
2009-06-18,-0.3,-0.18,40.86,DFS,USA,financial-services
2009-09-17,-0.11,0.52,558.03,DFS,USA,financial-services
2009-12-17,0.14,0.12,-17.09,DFS,USA,financial-services
2010-03-16,-0.08,-0.22,-166.67,DFS,USA,financial-services
2010-06-24,0.11,0.33,205.56,DFS,USA,financial-services
2010-09-20,0.38,0.47,25.04,DFS,USA,financial-services
2010-12-16,0.45,0.64,41.37,DFS,USA,financial-services
2011-03-22,0.6,0.84,39.95,DFS,USA,financial-services
2011-06-23,0.75,1.09,45.07,DFS,USA,financial-services
2011-09-22,0.96,1.18,23.48,DFS,USA,financial-services
2011-12-15,0.92,0.95,3.77,DFS,USA,financial-services
2012-03-21,0.94,1.18,25.93,DFS,USA,financial-services
2012-06-19,1.0,1.0,-0.37,DFS,USA,financial-services
2012-09-27,1.03,1.21,17.26,DFS,USA,financial-services
2012-12-20,1.13,1.07,-5.16,DFS,USA,financial-services
2013-04-23,1.13,1.33,18.19,DFS,USA,financial-services
2013-07-23,1.15,1.2,4.05,DFS,USA,financial-services
2013-10-21,1.21,1.2,-1.16,DFS,USA,financial-services
2014-01-23,1.18,1.23,4.04,DFS,USA,financial-services
2014-04-22,1.25,1.31,4.51,DFS,USA,financial-services
2014-07-22,1.3,1.35,4.15,DFS,USA,financial-services
2014-10-21,1.34,1.37,2.42,DFS,USA,financial-services
2015-01-21,1.3,1.19,-8.25,DFS,USA,financial-services
2015-04-21,1.27,1.28,0.74,DFS,USA,financial-services
2015-07-22,1.31,1.33,1.15,DFS,USA,financial-services
2015-10-20,1.33,1.38,4.12,DFS,USA,financial-services
2016-01-27,1.3,1.14,-12.18,DFS,USA,financial-services
2016-04-19,1.29,1.35,4.51,DFS,USA,financial-services
2016-07-19,1.42,1.47,3.86,DFS,USA,financial-services
2016-10-25,1.47,1.56,6.26,DFS,USA,financial-services
2017-01-24,1.38,1.4,1.6,DFS,USA,financial-services
2017-04-25,1.43,1.43,-0.34,DFS,USA,financial-services
2017-07-26,1.45,1.4,-3.12,DFS,USA,financial-services
2017-10-24,1.54,1.51,-2.02,DFS,USA,financial-services
2018-01-24,1.54,1.51,-1.93,DFS,USA,financial-services
2018-04-26,1.77,1.82,2.7,DFS,USA,financial-services
2018-07-26,1.88,1.91,1.71,DFS,USA,financial-services
2018-10-25,2.05,2.05,-0.18,DFS,USA,financial-services
2019-01-24,2.06,2.03,-1.38,DFS,USA,financial-services
2019-04-25,2.02,2.15,6.46,DFS,USA,financial-services
2019-07-23,2.11,2.32,9.8,DFS,USA,financial-services
2019-10-22,2.28,2.36,3.41,DFS,USA,financial-services
2020-01-23,2.24,2.25,0.42,DFS,USA,financial-services
2020-04-22,0.78,-0.25,-131.93,DFS,USA,financial-services
2020-07-22,-0.28,-1.2,-321.33,DFS,USA,financial-services
2020-10-21,1.56,2.45,56.66,DFS,USA,financial-services
2021-01-20,2.42,2.59,6.91,DFS,USA,financial-services
2021-04-21,2.82,5.04,78.72,DFS,USA,financial-services
2021-07-21,3.99,5.55,39.02,DFS,USA,financial-services
2021-10-20,3.53,3.54,0.28,DFS,USA,financial-services
2022-01-19,3.68,3.64,-1.19,DFS,USA,financial-services
2022-04-27,3.62,4.22,16.66,DFS,USA,financial-services
2022-07-20,3.78,3.96,4.63,DFS,USA,financial-services
2022-10-24,3.72,3.54,-4.92,DFS,USA,financial-services
2023-01-18,3.66,3.77,3.12,DFS,USA,financial-services
2023-04-19,3.91,3.58,-8.39,DFS,USA,financial-services
2023-07-19,3.67,3.54,-3.66,DFS,USA,financial-services
2023-07-20,3.67,3.54,-3.54,DFS,USA,financial-services
2023-10-23,3.19,,,DFS,USA,financial-services
2024-01-16,,,,DFS,USA,financial-services
2024-04-17,,,,DFS,USA,financial-services
2024-07-17,,,,DFS,USA,financial-services
1993-03-09,0.05,0.05,6.69,DG,USA,retail
1993-05-11,0.02,0.02,11.83,DG,USA,retail
1993-08-10,0.03,0.03,10.88,DG,USA,retail
1993-11-09,0.03,0.03,-1.5,DG,USA,retail
1994-03-08,0.07,0.07,3.82,DG,USA,retail
1994-05-10,0.02,0.03,18.39,DG,USA,retail
1994-08-09,0.04,0.04,4.88,DG,USA,retail
1994-11-08,0.05,0.05,14.81,DG,USA,retail
1995-03-07,0.09,0.12,35.25,DG,USA,retail
1995-05-09,0.04,0.04,-5.91,DG,USA,retail
1995-08-08,0.05,0.05,-2.16,DG,USA,retail
1995-11-07,0.06,0.06,0.39,DG,USA,retail
1996-03-12,0.12,0.12,-1.79,DG,USA,retail
1996-05-14,0.04,0.04,2.84,DG,USA,retail
1996-08-13,0.06,0.07,3.85,DG,USA,retail
1996-11-12,0.07,0.08,6.82,DG,USA,retail
1997-03-05,0.14,0.15,6.25,DG,USA,retail
1997-05-13,0.06,0.06,-0.71,DG,USA,retail
1997-08-12,0.08,0.08,-2.5,DG,USA,retail
1997-11-11,0.1,0.1,-1.83,DG,USA,retail
1998-02-24,0.19,0.19,3.03,DG,USA,retail
1998-05-12,0.08,0.09,11.99,DG,USA,retail
1998-08-11,0.1,0.1,-0.89,DG,USA,retail
1998-11-10,0.12,0.12,-1.12,DG,USA,retail
1999-02-23,0.21,0.23,7.59,DG,USA,retail
1999-05-11,0.1,0.11,6.25,DG,USA,retail
1999-08-11,0.12,0.12,-1.32,DG,USA,retail
1999-11-09,0.15,0.15,-1.73,DG,USA,retail
2000-02-22,0.26,0.27,3.43,DG,USA,retail
2000-05-09,0.14,0.14,0.0,DG,USA,retail
2000-08-08,0.13,0.12,-6.14,DG,USA,retail
2000-11-06,0.16,0.15,-7.14,DG,USA,retail
2001-02-26,0.22,0.21,-3.19,DG,USA,retail
2001-07-09,0.14,,,DG,USA,retail
2002-01-14,0.14,0.08,-41.94,DG,USA,retail
2002-01-23,0.16,0.14,-12.5,DG,USA,retail
2002-03-18,0.23,0.31,35.32,DG,USA,retail
2002-05-30,0.13,0.15,15.38,DG,USA,retail
2002-08-28,0.12,0.12,-2.7,DG,USA,retail
2002-11-26,0.18,0.16,-9.56,DG,USA,retail
2003-03-17,0.31,0.33,6.21,DG,USA,retail
2003-05-29,0.16,0.18,13.59,DG,USA,retail
2003-08-28,0.14,0.18,31.94,DG,USA,retail
2003-12-04,0.2,0.23,16.09,DG,USA,retail
2004-03-15,0.34,0.33,-3.88,DG,USA,retail
2004-05-27,0.2,0.2,2.15,DG,USA,retail
2004-08-26,0.2,0.19,-3.62,DG,USA,retail
2004-12-01,0.25,0.22,-12.19,DG,USA,retail
2005-03-17,0.39,0.41,6.03,DG,USA,retail
2005-05-26,0.22,0.2,-9.35,DG,USA,retail
2005-08-25,0.21,0.23,10.11,DG,USA,retail
2005-11-22,0.19,0.2,5.26,DG,USA,retail
2006-03-21,0.49,0.46,-6.95,DG,USA,retail
2006-06-01,0.16,0.15,-8.16,DG,USA,retail
2006-08-31,0.15,0.15,2.12,DG,USA,retail
2006-12-12,0.15,0.13,-14.85,DG,USA,retail
2007-03-26,0.38,0.16,-57.65,DG,USA,retail
2007-06-07,0.08,0.11,44.05,DG,USA,retail
2009-12-10,0.25,0.24,-3.03,DG,USA,retail
2010-03-31,0.43,0.51,19.2,DG,USA,retail
2010-06-08,0.34,0.42,22.25,DG,USA,retail
2010-08-31,0.38,0.42,9.34,DG,USA,retail
2010-12-06,0.35,0.39,11.43,DG,USA,retail
2011-03-22,0.59,0.65,10.86,DG,USA,retail
2011-06-01,0.5,0.48,-3.57,DG,USA,retail
2011-08-30,0.48,0.52,8.71,DG,USA,retail
2011-12-05,0.48,0.5,5.21,DG,USA,retail
2012-03-22,0.82,0.87,6.38,DG,USA,retail
2012-06-04,0.6,0.63,5.08,DG,USA,retail
2012-09-05,0.64,0.65,1.49,DG,USA,retail
2012-12-11,0.6,0.63,5.22,DG,USA,retail
2013-03-25,0.9,0.97,7.54,DG,USA,retail
2013-06-04,0.71,0.71,-0.47,DG,USA,retail
2013-09-04,0.74,0.77,4.09,DG,USA,retail
2013-12-05,0.7,0.72,2.96,DG,USA,retail
2014-03-13,1.01,1.01,-0.19,DG,USA,retail
2014-06-03,0.73,0.72,-1.65,DG,USA,retail
2014-08-28,0.83,0.83,-0.1,DG,USA,retail
2014-12-04,0.8,0.79,-0.74,DG,USA,retail
2015-03-12,1.17,1.17,-0.11,DG,USA,retail
2015-06-02,0.81,0.84,3.28,DG,USA,retail
2015-08-27,0.94,0.95,0.94,DG,USA,retail
2015-12-03,0.87,0.88,1.21,DG,USA,retail
2016-03-10,1.26,1.3,3.13,DG,USA,retail
2016-05-26,0.95,1.03,8.83,DG,USA,retail
2016-08-25,1.09,1.08,-0.96,DG,USA,retail
2016-12-01,0.93,0.89,-3.96,DG,USA,retail
2017-03-16,1.41,1.49,5.46,DG,USA,retail
2017-06-01,1.0,1.03,3.39,DG,USA,retail
2017-08-31,1.09,1.1,0.68,DG,USA,retail
2017-12-07,0.94,0.98,4.52,DG,USA,retail
2018-03-15,1.48,1.48,-0.05,DG,USA,retail
2018-05-31,1.4,1.36,-3.03,DG,USA,retail
2018-08-30,1.49,1.52,1.89,DG,USA,retail
2018-12-04,1.26,1.31,3.76,DG,USA,retail
2019-03-14,1.88,1.84,-2.22,DG,USA,retail
2019-05-30,1.39,1.48,6.82,DG,USA,retail
2019-08-29,1.57,1.74,10.57,DG,USA,retail
2019-12-05,1.38,1.42,2.66,DG,USA,retail
2020-03-12,2.01,2.1,4.3,DG,USA,retail
2020-05-28,1.74,2.56,46.84,DG,USA,retail
2020-08-27,2.44,3.12,27.62,DG,USA,retail
2020-12-03,2.0,2.31,15.39,DG,USA,retail
2021-03-18,2.72,2.62,-3.78,DG,USA,retail
2021-05-27,2.19,2.82,28.69,DG,USA,retail
2021-08-26,2.59,2.69,3.75,DG,USA,retail
2021-12-02,2.01,2.08,3.37,DG,USA,retail
2022-03-17,2.57,2.57,0.15,DG,USA,retail
2022-05-26,2.31,2.41,4.24,DG,USA,retail
2022-08-25,2.93,2.98,1.55,DG,USA,retail
2022-12-01,2.54,2.33,-8.09,DG,USA,retail
2023-03-16,2.97,2.96,-0.17,DG,USA,retail
2023-06-01,2.38,2.34,-1.71,DG,USA,retail
2023-08-31,2.46,2.13,-13.34,DG,USA,retail
2023-11-29,1.3,,,DG,USA,retail
2024-03-14,,,,DG,USA,retail
2024-05-30,,,,DG,USA,retail
2024-08-29,,,,DG,USA,retail
2021-09-16,,,,DICE,USA,pharmaceuticals
2021-11-12,-0.5,-2.3,-360.0,DICE,USA,pharmaceuticals
2022-03-21,-0.58,-0.44,24.79,DICE,USA,pharmaceuticals
2022-05-12,-0.54,-0.5,7.41,DICE,USA,pharmaceuticals
2022-08-11,-0.56,-0.58,-4.5,DICE,USA,pharmaceuticals
2022-11-09,-0.6,-0.55,7.95,DICE,USA,pharmaceuticals
2023-03-15,-0.49,-0.51,-5.01,DICE,USA,pharmaceuticals
2023-05-11,-0.59,-0.54,7.76,DICE,USA,pharmaceuticals
2023-08-08,-0.65,-0.74,-14.04,DICE,USA,pharmaceuticals
1993-03-12,0.05,0.02,-66.66,DINO,USA,energy
1993-09-24,0.08,0.08,3.2,DINO,USA,energy
1993-12-10,0.05,0.06,21.22,DINO,USA,energy
1994-03-11,0.04,0.03,-16.79,DINO,USA,energy
1994-06-10,0.06,0.07,17.78,DINO,USA,energy
1994-09-23,0.05,0.0,-108.49,DINO,USA,energy
1995-03-17,0.01,0.01,20.0,DINO,USA,energy
1995-06-07,0.01,0.0,-121.77,DINO,USA,energy
1995-09-29,0.02,0.04,93.05,DINO,USA,energy
1995-12-14,0.04,0.05,28.69,DINO,USA,energy
1996-03-06,0.01,0.01,13.33,DINO,USA,energy
1996-06-07,0.02,0.03,40.0,DINO,USA,energy
1996-09-13,0.05,0.06,27.4,DINO,USA,energy
1996-12-12,0.03,0.02,-21.98,DINO,USA,energy
1997-03-07,0.01,-0.01,-190.0,DINO,USA,energy
1997-06-06,0.05,0.06,18.03,DINO,USA,energy
1997-09-26,0.03,0.03,-13.98,DINO,USA,energy
1997-12-11,0.03,0.04,39.99,DINO,USA,energy
1998-03-06,0.02,-0.01,-147.98,DINO,USA,energy
1998-06-12,0.03,0.02,-20.01,DINO,USA,energy
1998-09-30,0.07,0.06,-12.39,DINO,USA,energy
2001-12-13,0.11,0.16,41.11,DINO,USA,energy
2002-03-08,0.01,0.0,-160.0,DINO,USA,energy
2002-06-07,0.03,0.05,77.27,DINO,USA,energy
2002-09-20,0.06,0.05,-16.49,DINO,USA,energy
2002-12-12,0.05,0.04,-10.81,DINO,USA,energy
2003-03-15,0.02,0.12,394.74,DINO,USA,energy
2003-06-15,0.08,0.14,70.31,DINO,USA,energy
2003-11-13,0.16,0.14,-12.1,DINO,USA,energy
2004-02-19,0.0,-0.01,-75.0,DINO,USA,energy
2004-05-07,0.13,0.11,-12.29,DINO,USA,energy
2004-08-04,0.33,0.39,19.54,DINO,USA,energy
2004-11-04,0.2,0.09,-55.96,DINO,USA,energy
2005-02-16,0.08,0.06,-26.75,DINO,USA,energy
2005-05-05,0.14,0.1,-24.63,DINO,USA,energy
2005-08-08,0.44,0.4,-9.3,DINO,USA,energy
2005-11-07,0.54,0.49,-10.22,DINO,USA,energy
2006-02-13,0.35,0.33,-5.37,DINO,USA,energy
2006-05-08,0.23,0.26,13.57,DINO,USA,energy
2006-08-02,0.62,0.76,21.45,DINO,USA,energy
2006-11-01,0.64,0.69,7.87,DINO,USA,energy
2007-02-12,0.42,0.43,3.61,DINO,USA,energy
2007-05-08,0.54,0.6,12.15,DINO,USA,energy
2007-08-09,1.22,1.42,16.82,DINO,USA,energy
2007-11-06,0.58,0.52,-10.97,DINO,USA,energy
2008-02-19,0.31,0.45,43.62,DINO,USA,energy
2008-05-12,0.07,0.09,14.73,DINO,USA,energy
2008-08-06,0.33,0.12,-64.72,DINO,USA,energy
2008-11-04,0.43,0.5,15.34,DINO,USA,energy
2009-02-17,0.3,0.51,67.75,DINO,USA,energy
2009-05-07,0.15,0.22,48.15,DINO,USA,energy
2009-08-10,0.14,0.14,5.98,DINO,USA,energy
2009-11-05,0.22,0.24,7.3,DINO,USA,energy
2010-02-25,-0.12,-0.42,-255.83,DINO,USA,energy
2010-05-06,-0.23,-0.26,-13.17,DINO,USA,energy
2010-08-05,0.48,0.62,29.2,DINO,USA,energy
2010-11-04,0.45,0.48,5.75,DINO,USA,energy
2011-02-24,0.2,0.14,-31.34,DINO,USA,energy
2011-05-05,0.71,0.79,10.59,DINO,USA,energy
2011-08-05,1.64,1.79,8.93,DINO,USA,energy
2011-11-08,2.41,2.48,2.71,DINO,USA,energy
2012-02-28,1.2,1.06,-11.88,DINO,USA,energy
2012-05-07,1.2,1.16,-3.12,DINO,USA,energy
2012-08-08,2.26,2.39,5.94,DINO,USA,energy
2012-11-07,2.4,2.94,22.36,DINO,USA,energy
2013-02-26,2.26,2.03,-10.01,DINO,USA,energy
2013-05-07,1.76,1.63,-7.58,DINO,USA,energy
2013-08-07,1.41,1.4,-0.84,DINO,USA,energy
2013-11-06,0.66,0.41,-37.57,DINO,USA,energy
2014-02-25,0.2,0.34,67.08,DINO,USA,energy
2014-05-06,0.77,0.79,2.73,DINO,USA,energy
2014-08-06,0.95,0.99,3.73,DINO,USA,energy
2014-11-05,0.94,0.88,-6.71,DINO,USA,energy
2015-02-25,0.22,0.13,-41.78,DINO,USA,energy
2015-05-06,0.78,1.14,45.88,DINO,USA,energy
2015-08-05,1.3,1.45,11.29,DINO,USA,energy
2015-11-05,1.72,1.79,3.91,DINO,USA,energy
2016-02-24,0.3,0.24,-20.03,DINO,USA,energy
2016-05-04,0.07,-0.06,-191.73,DINO,USA,energy
2016-08-03,0.32,0.28,-13.61,DINO,USA,energy
2016-11-03,0.36,0.38,5.1,DINO,USA,energy
2017-02-22,-0.07,-0.06,15.56,DINO,USA,energy
2017-05-03,-0.12,-0.19,-53.31,DINO,USA,energy
2017-08-02,0.47,0.66,40.8,DINO,USA,energy
2017-11-01,0.89,1.07,19.57,DINO,USA,energy
2018-02-21,0.83,0.7,-15.5,DINO,USA,energy
2018-05-02,0.38,0.77,101.1,DINO,USA,energy
2018-08-02,1.61,1.45,-9.99,DINO,USA,energy
2018-10-31,1.67,1.98,18.68,DINO,USA,energy
2019-02-20,1.92,2.25,17.23,DINO,USA,energy
2019-05-02,0.43,0.54,25.87,DINO,USA,energy
2019-08-01,1.65,2.18,32.51,DINO,USA,energy
2019-10-31,1.42,1.68,18.43,DINO,USA,energy
2020-02-20,0.52,0.48,-7.37,DINO,USA,energy
2020-05-07,0.41,0.53,28.16,DINO,USA,energy
2020-08-06,-0.55,-0.25,54.86,DINO,USA,energy
2020-11-05,-0.53,-0.41,23.31,DINO,USA,energy
2021-02-24,-0.71,-0.74,-4.39,DINO,USA,energy
2021-05-05,-0.46,-0.53,-15.81,DINO,USA,energy
2021-08-03,0.61,0.87,41.69,DINO,USA,energy
2021-11-03,0.77,1.28,66.03,DINO,USA,energy
2022-02-23,-0.08,-0.11,-40.27,DINO,USA,energy
2022-05-09,0.13,0.99,646.38,DINO,USA,energy
2022-08-08,4.56,5.59,22.56,DINO,USA,energy
2022-11-07,4.21,4.58,8.7,DINO,USA,energy
2023-02-24,3.6,2.97,-17.52,DINO,USA,energy
2023-05-04,1.52,2.0,31.6,DINO,USA,energy
2023-08-03,2.25,2.6,15.69,DINO,USA,energy
1995-04-25,0.0,0.0,128.7,DLTR,USA,retail
1995-07-25,0.01,0.01,40.12,DLTR,USA,retail
1995-10-24,0.01,0.01,7.16,DLTR,USA,retail
1996-01-22,0.05,0.05,1.72,DLTR,USA,retail
1996-04-25,0.0,0.0,436.36,DLTR,USA,retail
1996-07-22,0.01,0.01,10.69,DLTR,USA,retail
1996-10-21,0.02,0.02,10.91,DLTR,USA,retail
1997-01-22,0.08,0.08,2.54,DLTR,USA,retail
1997-04-23,0.01,0.01,43.99,DLTR,USA,retail
1997-07-23,0.02,0.03,67.44,DLTR,USA,retail
1997-10-21,0.03,0.03,7.39,DLTR,USA,retail
1998-01-22,0.1,0.1,3.12,DLTR,USA,retail
1998-04-23,0.02,0.02,50.57,DLTR,USA,retail
1998-07-22,0.03,0.04,26.42,DLTR,USA,retail
1998-10-21,0.04,0.04,8.49,DLTR,USA,retail
1999-01-21,0.13,0.14,6.11,DLTR,USA,retail
1999-04-22,0.03,0.04,10.92,DLTR,USA,retail
1999-07-21,0.05,0.05,7.69,DLTR,USA,retail
1999-10-21,0.05,0.05,3.11,DLTR,USA,retail
2000-01-25,0.18,0.18,1.22,DLTR,USA,retail
2000-04-25,0.04,0.05,10.01,DLTR,USA,retail
2000-07-19,0.07,0.07,9.09,DLTR,USA,retail
2000-10-24,0.06,0.06,-1.72,DLTR,USA,retail
2001-01-23,0.19,0.19,-1.3,DLTR,USA,retail
2003-05-29,0.09,0.1,6.81,DLTR,USA,retail
2003-08-26,0.08,0.08,2.33,DLTR,USA,retail
2003-11-25,0.1,0.1,0.0,DLTR,USA,retail
2004-02-24,0.23,0.23,-0.23,DLTR,USA,retail
2004-05-26,0.1,0.1,7.3,DLTR,USA,retail
2004-08-25,0.09,0.09,-0.2,DLTR,USA,retail
2004-11-23,0.09,0.09,-0.19,DLTR,USA,retail
2005-02-23,0.26,0.26,0.71,DLTR,USA,retail
2005-05-25,0.09,0.09,1.74,DLTR,USA,retail
2005-08-24,0.08,0.08,0.23,DLTR,USA,retail
2005-11-22,0.09,0.1,9.15,DLTR,USA,retail
2006-02-22,0.27,0.27,0.53,DLTR,USA,retail
2006-05-24,0.1,0.1,2.11,DLTR,USA,retail
2006-08-23,0.09,0.09,3.45,DLTR,USA,retail
2006-11-21,0.11,0.11,0.24,DLTR,USA,retail
2007-02-28,0.31,0.32,1.98,DLTR,USA,retail
2007-05-30,0.12,0.13,3.83,DLTR,USA,retail
2007-08-29,0.11,0.11,0.57,DLTR,USA,retail
2007-11-28,0.12,0.13,3.26,DLTR,USA,retail
2008-02-27,0.34,0.35,2.47,DLTR,USA,retail
2008-05-28,0.14,0.16,14.68,DLTR,USA,retail
2008-08-27,0.14,0.14,2.44,DLTR,USA,retail
2008-11-25,0.15,0.16,6.62,DLTR,USA,retail
2009-02-25,0.38,0.38,1.84,DLTR,USA,retail
2009-05-27,0.2,0.22,9.58,DLTR,USA,retail
2009-08-26,0.18,0.21,17.54,DLTR,USA,retail
2009-11-24,0.22,0.25,14.95,DLTR,USA,retail
2010-02-24,0.48,0.51,5.88,DLTR,USA,retail
2010-05-20,0.28,0.31,9.59,DLTR,USA,retail
2010-08-19,0.27,0.31,12.2,DLTR,USA,retail
